,theproduct,theCommenturl,who,star,thetime,location,SKU,comment,helpful,sku
1216,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Marco Escobar,5.0,2021-11-06 00:00:00,美國,,everything's okay,0,
1217,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Eddie Cruz Tumbaco,5.0,2021-08-26 00:00:00,美國,,Excelente vendedor y producto.,0,
1218,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Keith Shell,1.0,2022-08-14 00:00:00,美國,,No where did the product description say anything about being used or refurbished. When calling Dell Technical Service I found out the computer had previously been owned by someone else. I'm sending the laptop back and buying from some else.,3,
1219,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Christopher L. Davis,5.0,2021-08-07 00:00:00,美國,,Love it!,0,
1220,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,David mendoza,2.0,2022-03-13 00:00:00,美國,,Description inacurate performent no like,0,
1221,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Richard Carrion,1.0,2022-08-18 00:00:00,美國,,"la espeficacion del procesador intel core i5 no es la que tiene la publicidad.
dice la publicidad 11ª generación Intel Core i5-1135G7 y la laptop tiene un intel core i5- 1035G1 de generacion 10",2,
1222,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dave,1.0,2022-01-16 00:00:00,美國,,"Unit powered down yesterday, would not power back up next day. Finally had to Google troubleshooting unit. Now a year later hinge comes unglued can't shut laptop. Took it in to get quote, they said this happens alot with Dell. Quote was $350 to $400.",2,
1223,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,CriCri,1.0,2022-04-30 00:00:00,美國,,I purchased 4 computers between Dec 2021 and Mar 2022 same model from this seller and 2 are not working anymore. They are used for office and the equipment is not moved. These are very bad electronics.,2,
1224,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Elaine Delsol,1.0,2022-05-25 00:00:00,美國,,Started out set up fine - but then displayed a no hard drive installed and finally got to the screen in the picture and would go no further …. Returning computer,2,
1225,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,al3arby,1.0,2022-05-25 00:00:00,美國,,"The device was purchased, but the seller is deceptive because there is no
1 x USB 3.2 Type C
10/100/1000 Gigabit Ethernet Port
2 x USB 3.2 Type A Ports",0,
1226,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Noah smith,1.0,2022-10-01 00:00:00,美國,,I dont know if I would have like it or not. I was going to use it for school.,2,
1227,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ryan F.,1.0,2022-04-11 00:00:00,美國,,"This computer came with Windows 11 instead of 10
It came with a generation older and tier lower processor,
It doesn't have an Ethernet port.

I'm pretty upset",0,
1228,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,KC,1.0,2022-06-15 00:00:00,美國,,Was trying to set up and it froze up couldn’t use touch or mouse. Returned item,1,
1229,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pia,1.0,2022-05-29 00:00:00,美國,,Bitlocker key not available. Cannot unlock computer without it. Money down the drain.,0,
1230,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,MJ,1.0,2022-02-07 00:00:00,美國,,The laptop sent to me was different then the laptop advertised above. Defiantly not as described.,2,
1231,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ammar,1.0,2022-09-03 00:00:00,美國,,Damaged,2,
1232,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Abe,1.0,2022-06-13 00:00:00,美國,,It’s not touchscreen,0,
1233,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,yunus,1.0,2023-09-03 00:00:00,美國,,I purchased Dell Inspiron 15 from the Dell's website paying over $1000 2 years ago. The problems started within a year of purchase. It still continues. Dell fixes the problems you shouldn't have in the first place. They don't care if you don't have the extended warranty. A person who pays more than $1000 shouldn't worry about the problems of the laptop. Dell simply rips you off by selling you messed up computers and making you pay for the fixes. What a problematic company! I will never buy from this brand again.,0,
1234,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,cc,4.0,2021-12-19 00:00:00,美國,,"Not bad for a budget laptop - big screen, good keyboard, good battery life, fairly light weight. It is a good value laptop, its functionality not to be confused with a gaming laptop or a high performance general laptop.
The biggest annoyance - it came preinstalled with windows 11. No choice, just installed itself after turning on. Windows 11 takes away many of the look-and-feel customizations, and the default design as well as many of the preset themes are ... childish? I don't know how to describe the bland default colors, it seems like the designers think a white piece of paper without edges, and barely visible dividing lines - when present, are some sort of eclectic design cue that they must follow. No offense, but the border-less look is not practical at all, and not pleasing to the user.
The second biggest annoyance, there is no contrast adjustments, hardware or software. And if you search for a solution, it seems like the entire web is plastered with tips on how to adjust brightness, and the only ""adjustment"" to contrast are recommendations on using one of the preset high-contrast themes. And boy... they are ugly.
But I kept mine and didn't return it.
After a couple of days I couldn't take the ugly windows 11 anymore so I bit the bullet and installed Linux Mint, the third version which is supposedly the lightest. Amazing how a free operating system would have three versions to help users get the most out of the system.
Anyways, great experience, minimal research before or after install, and the battery life was not adversely affect... That I can see. I use it to browse the web 3 to 4 hours at a time, and I use less than 1/2 the battery. I don't recharge it because then I use it again in morning for sounds an hour. Still left with lots of power.",0,
1235,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,tdactexas,1.0,2023-01-21 00:00:00,美國,,"Was happy at first - but after 15 months of fairly light usage:
- Keyboard is disintegrating - several letters have come loose, others have to be keyed multiple times to be register.
- Case is disintegrating - screen surround has worked lose in lower left corner, screen can no longer be closed.
- Keyboard markings have been wearing off since new.

Can now only use it in 'desktop mode' with an external keyboard and mouse, but I'm not expecting it to remain operational much longer. And it's a little light to be repurposed as a boat anchor. Admittedly, the price point was good - but for Dell to put their name on this pap shows they're no longer interested in maintaining customer satisfaction or loyalty.",0,
1236,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,1.0,2022-12-20 00:00:00,美國,,"It's a Dell how could you go totally WRONG? About 3/4 years old now and never left home. It was ok (slow, very slow) for the first year and after that it got worse. I called technical support and they tried to help, I am 73 years old and use it for bill pay and Google. Tech said for $100.00 they could fix it? I have a Chrome book that I use now. I wasted about $400.00 on the Dell Inspiron 15 3000 and I am NEVER DELL AGAIN! I would love to break it into very small pieces and hand deliver to the CEO of Dell! I do have an old used Dell that works better than this one! NEVER again!",1,
1237,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Theresa,3.0,2022-03-03 00:00:00,美國,,The screen quality is good as well as the touch screen but for a new laptop the battery life is terrible..,0,
1238,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Haley Gardella,2.0,2022-10-04 00:00:00,美國,,The battery doesn’t stay charged. I like the touchscreen. I’m in the middle of school and it dies.,0,
1239,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,David Kelloway,5.0,2022-06-18 00:00:00,美國,,"Like the I5 cpu, 12 megs of ram and the SSD drive.",0,
1240,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michael L.,2.0,2022-07-11 00:00:00,美國,,This this is ridiculously slow connected to the same WiFi as my phone it takes about 30 seconds longer to load anything and everything and that’s if it even loads proper the first time. I don’t even use it for real gaming I occasionally play MTG arena on it and it still manages to get insanely hot within an hour. For just about everything I’d rather just use my cell phone,0,
1241,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pam Hall,1.0,2022-05-13 00:00:00,美國,,"I had problems the first month as the computer would jump around and close files. Then the built in mouse would click sometimes. Sometimes it wouldn't. Now the screen frame has fallen apart. I am not hard on this, don't game on it and use it mainly for email. Purchased 3 months ago. Dell says I can send it back and they will repair. I have had a lot of Dell's through the years and the first time I can sadly say, this is so not worth it and so cheaply made. Oh and now the cursor sticks and I cannot even log off. I will video the product for reference and can post as needed. Grading quality, I am so disappointed and would really give this an F. They will not allow a trade up at my cost.",1,
1242,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Katrina,1.0,2022-07-05 00:00:00,美國,,"Do not buy this laptop. After a couple months, the hinges magnetized and seized causing the screen to break when opening. Looking around the internet, this is a common problem for these and Dell has terrible costumer service.",1,
1243,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Richard Helvie,1.0,2021-09-10 00:00:00,美國,,"Terrible terrible product and design. Can't be efficient writing reports because the keyboard is flat, the keyboard keys have no tactile differentiation to assist with location when typing rapidly (especially when your not just ""siting"" by typing and standing for instance). Your hand WILL touch the touchpad and then after realizing your typing disappeared your palm accidently selected part of your word document, your typing transpositioned to a random location or deleted.

Boring computer, no innovation, and one of the worst work laptops to use if you have to write tons of reports. Take my word for it:)",0,
1244,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dorothea L.,4.0,2022-01-23 00:00:00,美國,,"I just got mine yesterday January 19, 2022. The most striking feature is how far back the keys are from the front of the computer. It is uncomfortable. I have to actually rest my arm on the front of the laptop to reach the keys. I've had a lot of laptops and that is really odd. I also like my keys to be more raised --they are very flat- but that pales in comparison to how annoying the long reach to the keys is. If the normal reach is 4ish inches this would be an extra 2ish inches from the front of the computer to reach the keys. I was surprised that it thinks it is anti-glare. A striking feature was that it hurt my eyes right away. I immediately bought an anti-blue light protector on the second day. Other than that it seems decent. Booted right up. Had that new computer zippiness. Connected to the internet fine.",1,
1245,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bruce Orf,5.0,2022-08-20 00:00:00,美國,,Works good and as described,0,
1246,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alejandro Santamaría,5.0,2021-10-30 00:00:00,美國,,"This laptop is a great option for limited budgets. Great screen, super fast, slim, came with all the specs I order.",0,
1247,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Barry DeCoste,5.0,2021-08-25 00:00:00,美國,,Fast internet service. Sharp screen images.,0,
1248,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Andrea,5.0,2021-08-23 00:00:00,美國,,"Muy buena, excelentes características, 100% nueva. Recomendadísima.",0,
1249,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ars,1.0,2022-08-31 00:00:00,美國,,bad quality,1,
1250,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,C. A.,4.0,2022-01-23 00:00:00,墨西哥,,"Desconozco si es defecto de fabrica o es un equipo recolectado o reacondicionado aunque yo la recibí como nueva, solo con una pequeña ruptura en la caja. La laptop en si es muy cómoda, rápida y fácil de usar, estaba encantada pues solo la uso para mí universidad y entretenimiento y me parecía excelente, pero a los dos días de usarla descubrí que el TPM estaba defectuoso, lo cual limita gran parte de su funcionamiento, al verificar la garantía en la pagina de Dell descubrí que está había entrado en uso desde octubre y el equipo lo adquirí en enero, no se si es por ser de revendedor, aun así tuve que validarla con el soporte técnico de Estados Unidos, por qué el equipo es americano. He visto algunos comentarios que han pasado por algo similar, la forma más fácil de resolverlo es hablar con el soporte técnico de EUA si es que pueden comunicarse en inglés, la buena noticia es que a pesar de necesitar un cambio completo de la tarjeta madre la garantía y soporte de cambio es válida en México, espero el equipo no sea recolectado o reacondicionado por qué de ser así tendría que pagar gastos extras por modificaciones o uso que no le di yo, lástima por qué parece que no soy la única que se ha topado con fallos técnicos con este equipo y es extraño que el control de calidad sea tan bajo con un mismo revendedor siendo que la marca Dell es muy buena en relación calidad-precio.",2,
1251,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,JESUS G.,2.0,2023-06-18 00:00:00,墨西哥,,El artículo no cumple con lo mencionado su infraestructura no es de buena calidad venía desprendida de una bisagra me vi a la necesidad de devolver el producto,0,
1252,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cliente de Amazon,2.0,2023-05-25 00:00:00,墨西哥,,"Fallas en sistema operativo y pc, soporte tiene que ser con DELL USA, pesimo soporte",0,
1253,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kenya P-,5.0,2021-08-19 00:00:00,墨西哥,,"La conseguí a un excelente precio. La única desventaja que le veo es que cuando recién me llegó se le podían activar hasta 8 núcleos, pero desde que hubo una actualización en Windows ahora solamente me deja activar 6. De igual forma, esos 6 son más que suficiente. Utilizo el equipo para mi trabajo, así que requiero tener varias aplicaciones abiertas simultáneamente. El rendimiento del equipo es fenomenal.

También funciona muy fluido con videojuegos, pero no puedo opinar mucho al respecto ya que no es el principal uso que le doy.

Se calienta, pero nada que no se pueda arreglar con un ventilador, por lo que recomiendo conseguirle una base de enfriamiento, así ya no da problema y trabajo con ella más de 6 horas.",1,
1254,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Martin Ayala,4.0,2022-02-12 00:00:00,墨西哥,,"Buen producto, relación calidad precio es justo. El teclado está en ingles no es latinoamericano. En la descripción dice que tiene un puerto USB C pero no lo trae, la imagen del producto describe bien todos los productos. Actualizable a Win 11",0,
1255,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Pablo Howell,5.0,2022-11-21 00:00:00,墨西哥,,"Es una laptop buena en su relación costo-beneficio,pero definitivamente no es buena para videojuegos, es más para tareas de la escuela o trabajo desde casa",0,
